name,university,rank,url,cit,cit_2012,hid,hid_2012,citations,papers
Abraham Flaxman,Massachusetts Institute of Technology,6,https://scholar.google.com/citations?user=7HCKL10AAAAJ&hl=en,45368,43886,54,50,41562,112
Abraham Flaxman,University of Washington,60,https://scholar.google.com/citations?user=7HCKL10AAAAJ&hl=en,45368,43886,54,50,41562,112
Jongdae Lee,University of California San Diego,44,https://scholar.google.com/citations?user=muoTyVcAAAAJ&hl=en,9802,6359,30,26,4407,12
Jongdae Lee,University of San Diego,93,https://scholar.google.com/citations?user=muoTyVcAAAAJ&hl=en,9802,6359,30,26,4407,12
JG Simmonds,University of Virginia,26,https://scholar.google.com/citations?user=HLMryrgAAAAJ&hl=en,6025,1367,26,12,3303,9
Alex Ramos,Harvard,2,https://scholar.google.com/citations?user=i16KB9kAAAAJ&hl=en,20046,18708,27,27,9882,27
Alex Ramos,Massachusetts Institute of Technology,6,https://scholar.google.com/citations?user=i16KB9kAAAAJ&hl=en,20046,18708,27,27,9882,27
Ben Langmead,Johns Hopkins University,12,https://scholar.google.com/citations?user=2JMaTKsAAAAJ&hl=en,23639,22190,21,21,9501,26
Andrzej Zuranski,Princeton,1,https://scholar.google.com/citations?user=FTAp4iYAAAAJ&hl=en,2653,2556,8,8,2552,7
Hubert L. Dreyfus,UC Berkeley,22,https://scholar.google.com/citations?user=oWx7FXoAAAAJ&hl=en,45079,16461,72,51,7259,20
Feng Yue,Pennsylvania State University,52,https://scholar.google.com/citations?user=l0YE7V8AAAAJ&hl=en,4430,4374,13,11,4350,12
Faqiang Li,University of Wisconsin Madison,50,https://scholar.google.com/citations?user=8sN_XCAAAAAJ&hl=en,4966,4592,14,13,3948,11
Elinor Ostrom,Indiana University,90,https://scholar.google.com/citations?user=RKN66-kAAAAJ&hl=en,145162,77617,135,106,32620,91
Helen Quinn,Stanford,7,https://scholar.google.com/citations?user=AD-JmTUAAAAJ&hl=en,43156,10157,56,22,5366,15
Emanuel Strauss,Stanford,7,https://scholar.google.com/citations?user=9_GEQbsAAAAJ&hl=en,69911,62422,120,109,209037,587
Hank Korth,Lehigh,46,https://scholar.google.com/citations?user=4VLZdawAAAAJ&hl=en,15717,3452,49,23,1067,3
Jason Ernst,"University of California, Los Angeles",23,https://scholar.google.com/citations?user=XoMpU7gAAAAJ&hl=en,17006,15978,31,30,9567,27
Jeffrey M. Wooldridge,University of Michigan,28,https://scholar.google.com/citations?user=faE3_ksAAAAJ&hl=en,72687,41041,53,43,15234,43
Jeffrey M. Wooldridge,Michigan State University,83,https://scholar.google.com/citations?user=faE3_ksAAAAJ&hl=en,72687,41041,53,43,15234,43
Herbert Hethcote,University of Iowa,80,https://scholar.google.com/citations?user=QS-8hwgAAAAJ&hl=en,13662,5280,49,34,1062,3
Susmita Kaushik,Yeshiva University,96,https://scholar.google.com/citations?user=be-tqtcAAAAJ&hl=en,11931,10255,38,38,4594,13
Qin Cai,University of California Irvine,43,https://scholar.google.com/citations?user=YvSwhGgAAAAJ&hl=en,4307,3803,14,14,3887,11
Mu-Chun Chen,University of California Irvine,43,https://scholar.google.com/citations?user=n7135HkAAAAJ&hl=en,28998,13077,32,23,9892,28
Khalil I Elkhodary,American University,69,https://scholar.google.com/citations?user=9z3ovWgAAAAJ&hl=en,4641,2185,7,7,4574,13
Ali Mortazavi,University of California Irvine,43,https://scholar.google.com/citations?user=BIvoTCoAAAAJ&hl=en,28492,25699,22,22,10551,30
Jean Mandler,University of California San Diego,44,https://scholar.google.com/citations?user=UHJxpCsAAAAJ&hl=en,18728,4018,59,33,1756,5
Jean Mandler,University of San Diego,93,https://scholar.google.com/citations?user=UHJxpCsAAAAJ&hl=en,18728,4018,59,33,1756,5
Ralph O. Mueller,Purdue University,57,https://scholar.google.com/citations?user=cR1OFIMAAAAJ&hl=en,3138,1774,14,14,348,1
Dorian Kcira,California Institute of Technology,10,https://scholar.google.com/citations?user=MZyIkdIAAAAJ&hl=en,50861,36440,86,69,34051,98
David Haussler,University of California Santa Cruz,85,https://scholar.google.com/citations?user=S2OjOvYAAAAJ&hl=en,153274,84239,146,103,36180,105
Jin Yu,Yeshiva University,96,https://scholar.google.com/citations?user=DWCcN2IAAAAJ&hl=en,12619,11844,14,14,6890,20
Weisheng Wu,University of Michigan,28,https://scholar.google.com/citations?user=xBexCeUAAAAJ&hl=en,7785,7584,13,13,7225,21
Ronald Akers,University of Florida,45,https://scholar.google.com/citations?user=0dRma5QAAAAJ&hl=en,16926,6705,48,34,2385,7
Zhen Hou,University of Chicago,3,https://scholar.google.com/citations?user=aEqobb4AAAAJ&hl=en,12420,12341,24,24,11854,35
John Hennessy,Stanford,7,https://scholar.google.com/citations?user=tp07xT0AAAAJ&hl=en,39196,7680,70,26,4382,13
Lena F Burbulla,Northwestern,13,https://scholar.google.com/citations?user=JJY4llsAAAAJ&hl=en,4467,4311,11,11,4038,12
"George Thurston, ScD",New York University,30,https://scholar.google.com/citations?user=Snm8bcoAAAAJ&hl=en,39708,29006,66,47,20155,60
Thomas Dame,Harvard,2,https://scholar.google.com/citations?user=wP4Co0sAAAAJ&hl=en,21775,14083,45,32,10709,32
Miriam Konkel,Clemson University,67,https://scholar.google.com/citations?user=l2vawsgAAAAJ&hl=en,16650,14456,22,20,6983,21
Tom Nyandega Achoki,University of Washington,60,https://scholar.google.com/citations?user=6uIV7jsAAAAJ&hl=en,8970,8937,14,14,8969,27
Sheldon Ross,University of Southern California,24,https://scholar.google.com/citations?user=B6H9ZbMAAAAJ&hl=en,30422,9285,44,24,13930,42
Diane Ravitch,New York University,30,https://scholar.google.com/citations?user=Cfkae6kAAAAJ&hl=en,13313,6198,35,21,4310,13
Farshad Pourmalek,Columbia,5,https://scholar.google.com/citations?user=k84LThgAAAAJ&hl=en,24477,24210,33,32,23527,71
Chun-Yu Chen,Yeshiva University,96,https://scholar.google.com/citations?user=FFVVItQAAAAJ&hl=en,8114,2308,14,11,7598,23
DONGXU FU,University of Virginia,26,https://scholar.google.com/citations?user=0huFebEAAAAJ&hl=en,4086,3969,11,10,3959,12
Iman Hajirasouliha,Cornell,15,https://scholar.google.com/citations?user=jUJc_wMAAAAJ&hl=en,12618,11608,19,18,5262,16
Iman Hajirasouliha,New York University,30,https://scholar.google.com/citations?user=jUJc_wMAAAAJ&hl=en,12618,11608,19,18,5262,16
Pravin K. Trivedi,Indiana University,90,https://scholar.google.com/citations?user=BjutRgkAAAAJ&hl=en,27651,15593,38,24,6871,21
Miguel Fiolhais,New York University,30,https://scholar.google.com/citations?user=qP0eKNgAAAAJ&hl=en,8442,8220,12,12,8170,25
Kavitha Venkatesan,Boston University,37,https://scholar.google.com/citations?user=4rEdo_gAAAAJ&hl=en,9844,6925,19,19,5228,16
Selina S. Dwight,Stanford,7,https://scholar.google.com/citations?user=KQmxwHwAAAAJ&hl=en,32535,14718,31,18,980,3
Yu Qiu,Yeshiva University,96,https://scholar.google.com/citations?user=2cBzPoAAAAAJ&hl=en,3913,3815,7,7,3913,12
Anton Kapliy,University of Chicago,3,https://scholar.google.com/citations?user=DbLeDy8AAAAJ&hl=en,58064,51783,85,83,45965,141
Juan L Rodriguez-Flores,Cornell,15,https://scholar.google.com/citations?user=lR8omqAAAAAJ&hl=en,7016,6785,19,16,6513,20
Adel Awad,American University,69,https://scholar.google.com/citations?user=Jud8kB0AAAAJ&hl=en,16528,15042,29,25,15284,47
Udai Bhan Pandey,University of Pittsburgh,68,https://scholar.google.com/citations?user=LsnhAzwAAAAJ&hl=en,8541,6925,19,17,6159,19
Sumeet S Chugh,"University of California, Los Angeles",23,https://scholar.google.com/citations?user=IusemhkAAAAJ&hl=en,28786,26012,49,45,26826,83
Ronald Workman,George Washington University,56,https://scholar.google.com/citations?user=AzkVhuAAAAAJ&hl=en,80490,32288,52,31,20972,65
Jason Walker,University of Washington,60,https://scholar.google.com/citations?user=x8ZAvbIAAAAJ&hl=en,15440,14394,21,20,9347,29
Heather Stringham,University of Michigan,28,https://scholar.google.com/citations?user=wCvT4tMAAAAJ&hl=en,27679,19255,46,34,1913,6
Mohammad H Forouzanfar,University of Washington,60,https://scholar.google.com/citations?user=tlFoiwoAAAAJ&hl=en,35021,34256,52,51,34639,109
Roger Mclendon,Duke University,9,https://scholar.google.com/citations?user=HAizMLYAAAAJ&hl=en,38469,22936,89,59,2206,7
Jian-Kang Chen,University of Georgia,55,https://scholar.google.com/citations?user=W6JT9HsAAAAJ&hl=en,7265,5569,23,19,5966,19
Richard Florida,University of Florida,45,https://scholar.google.com/citations?user=txVF2DsAAAAJ&hl=en,57984,27796,76,57,21495,69
Amy L. Williams,Cornell,15,https://scholar.google.com/citations?user=_-PAsvMAAAAJ&hl=en,5700,5444,15,14,5289,17
Tasha Burwinkle Murphy,University of Washington,60,https://scholar.google.com/citations?user=CzvXF6wAAAAJ&hl=en,18873,13858,41,38,7406,24
Vijay Vasudevan,Carnegie Mellon University,25,https://scholar.google.com/citations?user=yp4Gk3kAAAAJ&hl=en,3944,3593,12,11,2465,8
Johanna Dunaway,Texas A&M University,72,https://scholar.google.com/citations?user=AzPHmwYAAAAJ&hl=en,3244,1388,13,13,5235,17
Michael D McLellan,University of Washington,60,https://scholar.google.com/citations?user=oOIYc4YAAAAJ&hl=en,41800,36694,50,45,18130,59
Thomas York,Cornell,15,https://scholar.google.com/citations?user=4sTQ4xYAAAAJ&hl=en,5217,3252,21,13,1533,5
Nils Gehlenborg,Harvard,2,https://scholar.google.com/citations?user=YEcBVFAAAAAJ&hl=en,17941,17548,28,26,17781,58
george bluman,Columbia,5,https://scholar.google.com/citations?user=9f4yXvUAAAAJ&hl=en,10218,3773,35,19,4819,16
Joseph Goodman,Stanford,7,https://scholar.google.com/citations?user=joYrFnYAAAAJ&hl=en,49501,12913,63,27,6002,20
Kumpati Narendra,Yale,4,https://scholar.google.com/citations?user=hmiUWnEAAAAJ&hl=en,38830,8372,74,40,6591,22
Les Piegl,University of Florida,45,https://scholar.google.com/citations?user=yvA23lcAAAAJ&hl=en,11164,4633,37,25,6580,22
david colton,University of Delaware,86,https://scholar.google.com/citations?user=n2Hkm2cAAAAJ&hl=en,17129,6518,53,33,8367,28
Miryam Nathalia Garcia,Saint Louis University,95,https://scholar.google.com/citations?user=AybkNMkAAAAJ&hl=en,4161,4098,6,6,3862,13
"Gordon W. Laurie, PhD",University of Virginia,26,https://scholar.google.com/citations?user=LJiWN14AAAAJ&hl=en,9766,4855,29,16,3838,13
Congcong He,Northwestern,13,https://scholar.google.com/citations?user=cau1NIYAAAAJ&hl=en,9743,8156,16,15,6495,22
Darin London,Duke University,9,https://scholar.google.com/citations?user=uAPRFPsAAAAJ&hl=en,4108,2494,10,10,1474,5
Anna Nogalska,University of Southern California,24,https://scholar.google.com/citations?user=PiOIyj0AAAAJ&hl=en,4760,4273,21,16,3831,13
Stanley W Black,University of North Carolina at Chapel Hill,31,https://scholar.google.com/citations?user=mBJ7xRYAAAAJ&hl=en,3169,918,25,9,1469,5
Yuan Lu,Harvard,2,https://scholar.google.com/citations?user=RW9duqEAAAAJ&hl=en,20389,19954,20,20,14059,48
Yuan Lu,Yale,4,https://scholar.google.com/citations?user=RW9duqEAAAAJ&hl=en,20389,19954,20,20,14059,48
Cole Trapnell,University of Washington,60,https://scholar.google.com/citations?user=XtXFCp8AAAAJ&hl=en,40671,38170,36,35,11694,40
Aaron E Cozen,University of California Santa Cruz,85,https://scholar.google.com/citations?user=iaNbnesAAAAJ&hl=en,3057,2837,10,10,2621,9
John K. Kim,Johns Hopkins University,12,https://scholar.google.com/citations?user=nq-EK3QAAAAJ&hl=en,10371,6474,30,28,4060,14
Bruce Char,Drexel University,94,https://scholar.google.com/citations?user=SMGY4jUAAAAJ&hl=en,3287,299,20,7,1736,6
James Healy,Rochester Institute of Technology,97,https://scholar.google.com/citations?user=Tr1eragAAAAJ&hl=en,4851,4750,17,16,4627,16
Jiantao Wu,Boston College,32,https://scholar.google.com/citations?user=hzoElPwAAAAJ&hl=en,17842,16823,22,22,8371,29
Donald B Rubin,Harvard,2,https://scholar.google.com/citations?user=5q4fhUoAAAAJ&hl=en,231817,104283,120,86,24118,84
Joel Houston,University of Florida,45,https://scholar.google.com/citations?user=722OkgYAAAAJ&hl=en,12821,7038,34,27,6312,22
Noam Chomsky,Massachusetts Institute of Technology,6,https://scholar.google.com/citations?user=rbgNVw0AAAAJ&hl=en,344322,100936,166,104,62398,218
Bo Li,UC Berkeley,22,https://scholar.google.com/citations?user=Tirzt6YAAAAJ&hl=en,5229,5123,5,5,1717,6
Chad J Zutter,University of Pittsburgh,68,https://scholar.google.com/citations?user=MtjR77s1WDwC&hl=en,5212,3706,15,14,1999,7
Stephen Sharpe,University of Washington,60,https://scholar.google.com/citations?user=7o0T1J4AAAAJ&hl=en,25534,14637,58,26,16684,59
Linda Kucan,University of Pittsburgh,68,https://scholar.google.com/citations?user=10SDs10AAAAJ&hl=en,4527,2561,20,18,2261,8
James Robinson,University of California San Diego,44,https://scholar.google.com/citations?user=Owd5hosAAAAJ&hl=en,10720,9935,15,14,6212,22
James Robinson,University of San Diego,93,https://scholar.google.com/citations?user=Owd5hosAAAAJ&hl=en,10720,9935,15,14,6212,22
Keith E. Muller,University of Florida,45,https://scholar.google.com/citations?user=5OV_u1oAAAAJ&hl=en,18734,5384,43,27,12966,46
Jun Wang,Duke University,9,https://scholar.google.com/citations?user=ya3SuroAAAAJ&hl=en,4502,3893,17,15,1971,7
A Silberschatz,Yale,4,https://scholar.google.com/citations?user=-YvgZDEAAAAJ&hl=en,32126,8354,75,35,5907,21
Swapna Mahurkar,"University of California, Los Angeles",23,https://scholar.google.com/citations?user=rh9OA70AAAAJ&hl=en,5753,5419,17,16,8430,30
Yue Meng,Virginia Tech,74,https://scholar.google.com/citations?user=5NbbY8EAAAAJ&hl=en,3981,3775,11,11,3644,13
Yue Meng,University of Virginia,26,https://scholar.google.com/citations?user=5NbbY8EAAAAJ&hl=en,3968,3763,11,11,3631,13
Nicholas Barberis,Yale,4,https://scholar.google.com/citations?user=NBHzXdgAAAAJ&hl=en,19838,10459,22,22,2224,8
Jun Wu,University of Michigan,28,https://scholar.google.com/citations?user=GRKpYsMAAAAJ&hl=en,12122,9454,22,22,6098,22
Limin Fu,University of San Diego,93,https://scholar.google.com/citations?user=fQN5Y8QAAAAJ&hl=en,2700,2550,7,7,1108,4
James Berger,Duke University,9,https://scholar.google.com/citations?user=y5qnd4IAAAAJ&hl=en,32754,11417,72,47,10765,39
Kyle Cranmer,New York University,30,https://scholar.google.com/citations?user=EZjSxgwAAAAJ&hl=en,83199,73596,124,114,275867,1000
David Matchar,Duke University,9,https://scholar.google.com/citations?user=4iEYUUsAAAAJ&hl=en,52986,36419,76,45,29903,109
Edward Branigan,University of California Santa Barbara,39,https://scholar.google.com/citations?user=vOIikpoAAAAJ&hl=en,2230,970,11,9,1369,5
Rahulsimham vegesna,Pennsylvania State University,52,https://scholar.google.com/citations?user=MThf5MUAAAAJ&hl=en,2718,2710,7,7,2718,10
Luc Anselin,University of Chicago,3,https://scholar.google.com/citations?user=NqRdooQAAAAJ&hl=en,57659,27023,85,63,13157,49
John Tassoulas,University of Texas at Austin,59,https://scholar.google.com/citations?user=HdEeGn0AAAAJ&hl=en,6468,2300,27,16,4016,15
Ruibang Luo,Johns Hopkins University,12,https://scholar.google.com/citations?user=CwGy9jsAAAAJ&hl=en,18060,16829,24,24,8560,32
Josh Cogan,Stanford,7,https://scholar.google.com/citations?user=_EPCKe0AAAAJ&hl=en,66305,61307,95,93,124351,466
Cheng Hsiao,University of Southern California,24,https://scholar.google.com/citations?user=QfnkNRUAAAAJ&hl=en,26614,8976,46,32,11739,44
Yongsheng Liu (ÎšÖ_ÁŸ�€ì),"University of California, Los Angeles",23,https://scholar.google.com/citations?user=DzaLuT0AAAAJ&hl=en,10920,10801,34,34,9856,37
Kevin Struhl,Harvard,2,https://scholar.google.com/citations?user=1FXW1BoAAAAJ&hl=en,65985,24074,122,66,7700,29
Robert K. Colwell,University of Connecticut,58,https://scholar.google.com/citations?user=i2OF2g0AAAAJ&hl=en,42102,20373,67,51,10613,40
Savita Bhalla,Northwestern,13,https://scholar.google.com/citations?user=FC0vlLgAAAAJ&hl=en,3998,3840,9,9,3712,14
Li Liu,Carnegie Mellon University,25,https://scholar.google.com/citations?user=VwpkM9gAAAAJ&hl=en,2646,2639,8,8,2640,10
Daphne Patai,University of Massachusetts Amherst,77,https://scholar.google.com/citations?user=qTpXpg8AAAAJ&hl=en,3375,936,20,12,1577,6
Reinhard Schwienhorst,University of Pennsylvania,8,https://scholar.google.com/citations?user=ySr2KdYAAAAJ&hl=en,102745,86167,137,125,273886,1044
Reinhard Schwienhorst,University of Michigan,28,https://scholar.google.com/citations?user=ySr2KdYAAAAJ&hl=en,102745,86167,137,125,273886,1044
Reinhard Schwienhorst,Michigan State University,83,https://scholar.google.com/citations?user=ySr2KdYAAAAJ&hl=en,102745,86167,137,125,273886,1044
Michael D. Hartline,University of Florida,45,https://scholar.google.com/citations?user=sUa3IRkAAAAJ&hl=en,7113,3992,15,13,781,3
Michael D. Hartline,Florida State University,82,https://scholar.google.com/citations?user=sUa3IRkAAAAJ&hl=en,7113,3992,15,13,781,3
Fereydoun Hormozdiari,University of California Davis,48,https://scholar.google.com/citations?user=yTTJKNQAAAAJ&hl=en,17162,15743,30,29,8058,31
Minju Ha,Yale,4,https://scholar.google.com/citations?user=ecRmtzMAAAAJ&hl=en,4090,3473,12,12,2079,8
Jingyi Jessica Li,"University of California, Los Angeles",23,https://scholar.google.com/citations?user=6FHAoRoAAAAJ&hl=en,7104,6989,10,10,6702,26
"""Martin Seligman""",University of Pennsylvania,8,https://scholar.google.com/citations?user=e77l_EUAAAAJ&hl=en,150679,66490,139,98,22646,88
Cristiano Fanelli,Massachusetts Institute of Technology,6,https://scholar.google.com/citations?user=1SLhC9IAAAAJ&hl=en,32613,31134,48,48,32494,127
David Gries,Cornell,15,https://scholar.google.com/citations?user=Ormag-QAAAAJ&hl=en,15462,3170,44,19,4856,19
Shawn McKee,University of Michigan,28,https://scholar.google.com/citations?user=u7zkNcYAAAAJ&hl=en,19417,14035,37,26,11212,44
Richard Darlington,Cornell,15,https://scholar.google.com/citations?user=O78rUlEAAAAJ&hl=en,10157,3247,29,21,2802,11
Scott B. MacKenzie,Indiana University,90,https://scholar.google.com/citations?user=OBAePKYAAAAJ&hl=en,76133,47727,54,47,2543,10
Michael J Ragusa,Dartmouth College,11,https://scholar.google.com/citations?user=tKfKk5oAAAAJ&hl=en,4819,4530,15,14,4065,16
Mark DM Leiserson,University of Maryland College Park,65,https://scholar.google.com/citations?user=fq0DzqoAAAAJ&hl=en,6344,6310,12,12,6315,25
Evan O. Paull,University of California Santa Cruz,85,https://scholar.google.com/citations?user=chXHpdIAAAAJ&hl=en,6566,6552,10,10,6566,26
Chris Smillie,Massachusetts Institute of Technology,6,https://scholar.google.com/citations?user=1XppsWcAAAAJ&hl=en,4999,4918,11,11,4032,16
Jason M. Johnson,Stanford,7,https://scholar.google.com/citations?user=QmYTHFcAAAAJ&hl=en,12687,6354,32,24,252,1
Jian Feng,University at Buffalo,100,https://scholar.google.com/citations?user=SKjculEAAAAJ&hl=en,10929,6718,47,33,4278,17
Jian Feng,New York University,30,https://scholar.google.com/citations?user=SKjculEAAAAJ&hl=en,10914,6703,47,33,4265,17
Jeremy M. Simon,University of North Carolina at Chapel Hill,31,https://scholar.google.com/citations?user=5P6uT2QAAAAJ&hl=en,8799,8680,15,15,8018,32
Steven Salzberg,Johns Hopkins University,12,https://scholar.google.com/citations?user=sUVeH-4AAAAJ&hl=en,142324,80501,126,96,21254,85
Kenneth J. Arrow,Stanford,7,https://scholar.google.com/citations?user=Dn8X_gIAAAAJ&hl=en,178745,53234,134,91,25494,102
Manuel Laguna,University of Colorado,92,https://scholar.google.com/citations?user=tjJXHngAAAAJ&hl=en,22143,7147,56,33,10479,42
Timothy E Reddy,Duke University,9,https://scholar.google.com/citations?user=B4VkeloAAAAJ&hl=en,11945,11635,26,25,10105,41
Jian Xu,University of Southern California,24,https://scholar.google.com/citations?user=rnMelMgAAAAJ&hl=en,6077,4698,16,16,1971,8
Anders Skrondal,UC Berkeley,22,https://scholar.google.com/citations?user=WPU9Mv4AAAAJ&hl=en,16694,9651,51,35,4920,20
Todd J. Treangen,University of Maryland College Park,65,https://scholar.google.com/citations?user=N5irv88AAAAJ&hl=en,6665,6447,21,19,4908,20
